"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43277099999","2024-01-01T03:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0244,1","+0198,1","10159,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0310,1","240,N,+0185,1","99999,9,10058,1","9,9,999,9,+000,1",,"SYN08043277 32996 20000 10244 20198 30058 40159 80001 333 10310 20185 58000 555 10000=","Q01    003SCCGA1"
"43277099999","2024-01-01T12:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0260,1","+0199,1","10127,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0305,1",,"99999,9,10027,1","9,9,999,9,+012,1",,"SYN06443277 32597 40000 10260 20199 30027 40127 82402 333 10305 58012=",
"43277099999","2024-01-02T03:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0230,1","+0199,1","10148,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0305,1","240,N,+0200,1","99999,9,10047,1","9,9,999,9,-011,1",,"SYN08043277 32596 60000 10230 20199 30047 40148 82531 333 10305 20200 59011 555 10000=",
"43277099999","2024-01-02T12:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0260,1","+0181,1","10117,1",,,,,,"04,1,+02250,1,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,02250,1,99,9,99,9",,,"99999,9,10017,1","9,9,999,9,-010,1",,"SYN06443277 32897 60000 10260 20181 30017 40117 84071 333 10300 59010=",
"43277099999","2024-01-03T03:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0244,1","+0204,1","10140,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0300,1","240,N,+0205,1","99999,9,10040,1","9,9,999,9,-007,1",,"SYN08043277 32996 20000 10244 20204 30040 40140 80001 333 10300 20205 59007 555 10000=","Q01    003SCCGA1"
"43277099999","2024-01-03T12:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0270,1","+0200,1","10106,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0298,1",,"99999,9,10007,1","9,9,999,9,-010,1",,"SYN06443277 32997 40000 10270 20200 30007 40106 80002 333 10298 59010=","Q01    003SCCGA1"
"43277099999","2024-01-04T03:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0250,1","+0211,1","10146,1",,,,,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0298,1","240,N,+0220,1","99999,9,10046,1","9,9,999,9,+006,1",,"SYN08043277 32596 70000 10250 20211 30046 40146 83571 333 10298 20220 58006 555 10000=",
"43277099999","2024-01-04T12:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0260,1","+0202,1","10115,1",,,,,,"05,1,+02250,1,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","07,99,1,05,1,99,9,02250,1,99,9,99,9","240,M,+0303,1",,"99999,9,10015,1","9,9,999,9,+008,1",,"SYN06443277 32897 70000 10260 20202 30015 40115 85071 333 10303 58008=",
"43277099999","2024-01-05T03:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0250,1","+0220,1","10145,1","24,0000,2,1","5,1,02,1","2,1,02,1",,,"08,1,+02250,1,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,02250,1,99,9,99,9","240,M,+0303,1","240,N,+0235,1","99999,9,10045,1","9,9,999,9,-001,1","50,1","SYN09243277 21896 80000 10250 20220 30045 40145 75052 8807/ 333 10303 20235 59001 6990/ 555 10000=",
"43277099999","2024-01-05T12:00:00","4","13.15","79.5333333","87.0","TIRUTTANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0264,1","+0203,1","10114,1",,,,,,"08,1,+02250,1,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,02250,1,99,9,99,9","240,M,+0296,1",,"99999,9,10015,1","9,9,999,9,+000,1",,"SYN06443277 32896 80000 10264 20203 30015 40114 8807/ 333 10296 58000=",
