"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43213099999","2024-01-01T00:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0194,1","+0171,1","10132,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,09809,1","9,9,999,9,-005,1","05,1","SYN05843213 31996 00000 10194 20171 39809 40132 70500 333 59005=",
"43213099999","2024-01-01T03:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0196,1","+0173,1","10162,1",,"0,1,02,1","0,1,02,1",,,,,,,,"240,M,+0324,1","240,N,+0178,1","99999,9,09838,1","9,9,999,9,+006,1","10,1","SYN08043213 31995 00703 10196 20173 39838 40162 71000 333 10324 20178 58006 555 10000=",
"43213099999","2024-01-01T06:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","110,1,N,0026,1","99999,9,9,N","010000,1,9,9","+0274,1","+0153,1","10144,1",,,,,,,,,,,,,"99999,9,09829,1","9,9,999,9,+007,1",,"SYN05243213 32997 01105 10274 20153 39829 40144 333 58007=",
"43213099999","2024-01-01T09:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","110,1,N,0021,1","99999,9,9,N","010000,1,9,9","+0314,1","+0130,1","10102,1",,,,,,,,,,,,,"99999,9,09792,1","9,9,999,9,+004,1",,"SYN05243213 32997 01104 10314 20130 39792 40102 333 58004=",
"43213099999","2024-01-01T12:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","110,1,N,0021,1","99999,9,9,N","010000,1,9,9","+0296,1","+0131,1","10100,1",,,,,,,,,,,,,"99999,9,09788,1","9,9,999,9,+005,1",,"SYN05843213 32997 01104 10296 20131 39788 40100 333 10323 58005=",
"43213099999","2024-01-01T15:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0250,1","+0165,1","10131,1",,,,,,,,,,,,,"99999,9,09813,1","9,9,999,9,+008,1",,"SYN05243213 32996 00000 10250 20165 39813 40131 333 58008=",
"43213099999","2024-01-01T18:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0224,1","+0182,1","10133,1",,,,,,,,,,,,,"99999,9,09813,1","9,9,999,9,-004,1",,"SYN05243213 32996 00000 10224 20182 39813 40133 333 59004=",
"43213099999","2024-01-01T21:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0204,1","+0171,1","10122,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,09800,1","9,9,999,9,-006,1","05,1","SYN05843213 31996 00000 10204 20171 39800 40122 70500 333 59006=",
"43213099999","2024-01-02T00:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0190,1","+0173,1","10125,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,09801,1","9,9,999,9,-008,1","10,1","SYN05843213 31995 00000 10190 20173 39801 40125 71000 333 59008=",
"43213099999","2024-01-02T03:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0200,1","+0156,1","10147,1",,"0,1,02,1","0,1,02,1",,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0323,1","240,N,+0182,1","99999,9,09823,1","9,9,999,9,-015,1","10,1","SYN08643213 31996 20000 10200 20156 39823 40147 71000 80002 333 10323 20182 59015 555 10000=","Q01    003SCCGA1"
"43213099999","2024-01-02T06:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","070,1,N,0031,1","99999,9,9,N","004000,1,9,9","+0270,1","+0167,1","10131,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,09815,1","9,9,999,9,-014,1","05,1","SYN05843213 31996 00706 10270 20167 39815 40131 70500 333 59014=",
"43213099999","2024-01-02T09:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0310,1","+0129,1","10090,1",,,,,,,,,,,,,"99999,9,09779,1","9,9,999,9,-013,1",,"SYN05243213 32997 00503 10310 20129 39779 40090 333 59013=",
"43213099999","2024-01-02T12:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0290,1","+0140,1","10091,1",,,,,,"02,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,09778,1","9,9,999,9,-010,1",,"SYN06443213 32997 30000 10290 20140 39778 40091 82032 333 10318 59010=",
"43213099999","2024-01-02T15:00:00","4","15.8","78.0666666","281.0","KURNOOL, IN","FM-12","99999","V020","140,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0250,1","+0161,1","10125,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09807,1","9,9,999,9,-006,1",,"SYN05843213 32996 21404 10250 20161 39807 40125 80001 333 59006=","Q01    003SCCGA1"
