"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43301099999","2024-01-01T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0212,1","+0173,1","10156,1",,,,,,,,,,,"240,M,+0282,1","240,N,+0190,1","99999,9,09623,1","9,9,999,9,+004,1",,"SYN07443301 32997 00702 10212 20173 39623 40156 333 10282 20190 58004 555 10000=",
"43301099999","2024-01-01T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0284,1","+0181,1","10098,1",,,,,,"03,1,+00800,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0290,1",,"99999,9,09579,1","9,9,999,9,+005,1",,"SYN06443301 32597 61102 10284 20181 39579 40098 83231 333 10290 58005=",
"43301099999","2024-01-02T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0224,1","+0176,1","10146,1",,,,,,"04,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0290,1","240,N,+0200,1","99999,9,09614,1","9,9,999,9,-009,1",,"SYN08043301 32596 70703 10224 20176 39614 40146 84330 333 10290 20200 59009 555 10000=",
"43301099999","2024-01-02T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0274,1","+0183,1","10093,1",,,,,,"02,1,+00800,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0280,1",,"99999,9,09573,1","9,9,999,9,-006,1",,"SYN06443301 32597 40703 10274 20183 39573 40093 82231 333 10280 59006=",
"43301099999","2024-01-03T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0224,1","+0183,1","10140,1",,,,,,"02,1,+00800,1,08,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0280,1","240,N,+0200,1","99999,9,09609,1","9,9,999,9,-005,1",,"SYN08043301 32596 30702 10224 20183 39609 40140 82201 333 10280 20200 59005 555 10000=",
"43301099999","2024-01-03T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0284,1","+0173,1","10086,1",,,,,,"03,1,+00800,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0287,1",,"99999,9,09568,1","9,9,999,9,-005,1",,"SYN06443301 32597 60702 10284 20173 39568 40086 83231 333 10287 59005=",
"43301099999","2024-01-04T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0228,1","+0197,1","10144,1",,"2,1,02,1","2,1,02,1",,,"05,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0287,1","240,N,+0212,1","99999,9,09612,1","9,9,999,9,+003,1","05,1","SYN08643301 31596 80702 10228 20197 39612 40144 70522 8547/ 333 10287 20212 58003 555 10000=",
"43301099999","2024-01-04T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0278,1","+0192,1","10081,1",,,,,,"05,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0282,1",,"99999,9,09562,1","9,9,999,9,-006,1",,"SYN06443301 32597 80702 10278 20192 39562 40081 8547/ 333 10282 59006=",
"43301099999","2024-01-05T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0236,1","+0199,1","10135,1","24,0000,9,1",,,,,"03,1,+00800,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0282,1","240,N,+0212,1","99999,9,09609,1","9,9,999,9,-006,1",,"SYN08643301 22597 60702 10236 20199 39609 40135 83231 333 10282 20212 59006 6990/ 555 10000=","Q01  00002PRCP24"
"43301099999","2024-01-05T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0264,1","+0203,1","10097,1",,,,,,"05,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0280,1",,"99999,9,09575,1","9,9,999,9,+013,1",,"SYN06443301 32597 80702 10264 20203 39575 40097 8537/ 333 10280 58013=",
"43301099999","2024-01-06T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0234,1","+0193,1","10133,1",,,,,,"02,1,+00800,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0280,1","240,N,+0210,1","99999,9,09604,1","9,9,999,9,-002,1",,"SYN08043301 32596 40702 10234 20193 39604 40133 82231 333 10280 20210 59002 555 10000=",
"43301099999","2024-01-06T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0021,1","99999,9,9,N","010000,1,9,9","+0276,1","+0200,1","10092,1",,,,,,"04,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0295,1",,"99999,9,09572,1","9,9,999,9,-003,1",,"SYN06443301 32597 70704 10276 20200 39572 40092 84330 333 10295 59003=",
"43301099999","2024-01-07T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0228,1","+0197,1","10144,1","24,0000,9,1",,,,,"04,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0295,1","240,N,+0210,1","99999,9,09612,1","9,9,999,9,+008,1",,"SYN08643301 22596 70703 10228 20197 39612 40144 84330 333 10295 20210 58008 6990/ 555 10000=","Q01  00002PRCP24"
"43301099999","2024-01-07T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0272,1","+0200,1","10085,1",,,,,,"03,1,+00800,1,08,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0292,1",,"99999,9,09567,1","9,9,999,9,-005,1",,"SYN06443301 32597 50703 10272 20200 39567 40085 83230 333 10292 59005=",
"43301099999","2024-01-08T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0218,1","+0203,1","10148,1","24,0000,9,1",,,,,"05,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0292,1","240,N,+0202,1","99999,9,09615,1","9,9,999,9,+003,1",,"SYN08643301 21596 80703 10218 20203 39615 40148 8547/ 333 10292 20202 58003 6990/ 555 10000=","Q01  00002PRCP24"
"43301099999","2024-01-08T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0238,1","+0214,1","10115,1","09,0020,3,1",,,,,"04,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0240,1",,"99999,9,09587,1","9,9,999,9,+020,1",,"SYN07043301 22597 70702 10238 20214 39587 40115 84330 333 10240 58020 6002/=",
"43301099999","2024-01-09T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0224,1","+0212,1","10145,1","24,0080,3,1",,,,,"05,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0240,1","240,N,+0205,1","99999,9,09613,1","9,9,999,9,-003,1",,"SYN07643301 21596 80702 10224 20212 39613 40145 8547/ 333 10240 20205 59003 6008/=",
"43301099999","2024-01-09T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0248,1","+0195,1","10120,1","09,0000,9,1",,,,,"05,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0252,1",,"99999,9,09593,1","9,9,999,9,+006,1",,"SYN07043301 22597 80703 10248 20195 39593 40120 8537/ 333 10252 58006 6990/=","Q01  00002PRCP09"
"43301099999","2024-01-10T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0218,1","+0193,1","10141,1","24,0000,9,1",,,,,"04,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0252,1","240,N,+0200,1","99999,9,09609,1","9,9,999,9,-004,1",,"SYN08643301 22597 70703 10218 20193 39609 40141 84330 333 10252 20200 59004 6990/ 555 10008=","Q01  00002PRCP24"
"43301099999","2024-01-10T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0266,1","+0185,1","10099,1",,,,,,"04,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0270,1",,"99999,9,09577,1","9,9,999,9,-016,1",,"SYN06443301 32597 70702 10266 20185 39577 40099 84330 333 10270 59016=",
"43301099999","2024-01-11T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0222,1","+0194,1","10159,1",,,,,,"04,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0270,1","240,N,+0197,1","99999,9,09627,1","9,9,999,9,+018,1",,"SYN08043301 32596 70703 10222 20194 39627 40159 84330 333 10270 20197 58018 555 10008=",
"43301099999","2024-01-11T12:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0278,1","+0177,1","10102,1",,,,,,"01,1,+00800,1,08,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0290,1",,"99999,9,09582,1","9,9,999,9,+005,1",,"SYN06443301 32597 20703 10278 20177 39582 40102 81101 333 10290 58005=",
"43301099999","2024-01-12T03:00:00","4","12.1333333","78.0333333","396.0","DHARMAPURI, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0208,1","+0186,1","10153,1",,,,,,"04,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0290,1","240,N,+0187,1","99999,9,09618,1","9,9,999,9,-009,1",,"SYN08043301 32596 60702 10208 20186 39618 40153 84330 333 10290 20187 59009 555 10008=",
