"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43275099999","2024-01-01T00:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","999,9,V,0005,1","22000,1,9,N","001000,1,9,9","+0196,1","+0179,1","10157,1",,"1,1,02,1","0,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10035,1","9,9,999,9,+004,1","10,1","SYN06443275 31594 49901 10196 20179 30035 40157 71010 83530 333 58004=",
"43275099999","2024-01-01T03:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","001000,1,9,9","+0202,1","+0186,1","10174,1",,"1,1,02,1","0,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0302,1","240,N,+0185,1","99999,9,10053,1","9,9,999,9,+001,1","10,1","SYN07643275 31594 49902 10202 20186 30053 40174 71010 83530 333 10302 20185 58001=",
"43275099999","2024-01-01T06:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","070,1,N,0051,1","22000,1,9,N","002000,1,9,9","+0276,1","+0196,1","10166,1",,"0,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10047,1","9,9,999,9,+004,1","05,1","SYN06443275 31595 30710 10276 20196 30047 40166 70500 82501 333 58004=",
"43275099999","2024-01-01T09:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","070,1,N,0041,1","22000,1,9,N","002000,1,9,9","+0292,1","+0197,1","10130,1",,"0,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10013,1","9,9,999,9,+004,1","05,1","SYN06443275 31595 30708 10292 20197 30013 40130 70500 82501 333 58004=",
"43275099999","2024-01-01T12:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","070,1,N,0041,1","22000,1,9,N","002000,1,9,9","+0272,1","+0188,1","10132,1",,"0,1,02,1","0,1,02,1",,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0303,1",,"99999,9,10014,1","9,9,999,9,+006,1","05,1","SYN07043275 31595 30708 10272 20188 30014 40132 70500 81502 333 10303 58006=",
"43275099999","2024-01-02T00:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","999,9,V,0015,1","99999,9,9,N","002000,1,9,9","+0216,1","+0197,1","10142,1",,"2,1,02,1","1,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10022,1","9,9,999,9,-013,1","10,1","SYN06443275 31595 69903 10216 20197 30022 40142 71021 83530 333 59013=",
"43275099999","2024-01-02T03:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","002000,1,9,9","+0222,1","+0197,1","10165,1",,"2,1,02,1","2,1,02,1",,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0303,1","240,N,+0209,1","99999,9,10044,1","9,9,999,9,-009,1","10,1","SYN08643275 31595 59902 10222 20197 30044 40165 71022 82530 333 10303 20209 59009 555 10000=",
"43275099999","2024-01-02T06:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","050,1,N,0031,1","99999,9,9,N","002000,1,9,9","+0278,1","+0191,1","10152,1",,"0,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10033,1","9,9,999,9,-014,1","05,1","SYN06443275 31595 50506 10278 20191 30033 40152 70500 82532 333 59014=",
"43275099999","2024-01-02T09:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","070,1,N,0051,1","22000,1,9,N","002000,1,9,9","+0292,1","+0197,1","10119,1",,"1,1,02,1","0,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10002,1","9,9,999,9,-011,1","05,1","SYN06443275 31595 40710 10292 20197 30002 40119 70510 83501 333 59011=",
"43275099999","2024-01-02T12:00:00","4","13.6666666","79.5833333","105.0","TIRUPATHI, IN","FM-12","99999","V020","070,1,N,0051,1","22000,1,9,N","002000,1,9,9","+0272,1","+0191,1","10128,1",,"1,1,02,1","0,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0302,1",,"99999,9,10010,1","9,9,999,9,-004,1","05,1","SYN07043275 31595 40710 10272 20191 30010 40128 70510 83501 333 10302 59004=",
