"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43168099999","2024-01-01T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0274,1","+0146,1","10115,1",,,,,,,,,,,"240,M,+0305,1",,"99999,9,09557,1","9,9,999,9,+008,1",,"SYN05843168 32997 00000 10274 20146 39557 40115 333 10305 58008=",
"43168099999","2024-01-02T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0196,1","+0174,1","10159,1",,,,,,,,,,,"240,M,+0305,1","240,N,+0175,1","99999,9,09586,1","9,9,999,9,-012,1",,"SYN07443168 32997 00000 10196 20174 39586 40159 333 10305 20175 59012 555 10000=",
"43168099999","2024-01-03T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","160,1,N,0026,1","99999,9,9,N","010000,1,9,9","+0216,1","+0172,1","10153,1",,,,,,,,,,,"240,M,+0300,1","240,N,+0190,1","99999,9,09584,1","9,9,999,9,-002,1",,"SYN07443168 32997 01605 10216 20172 39584 40153 333 10300 20190 59002 555 10000=",
"43168099999","2024-01-04T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0210,1","+0189,1","10158,1",,"2,1,02,1","2,1,02,1",,,"05,1,+00800,1,06,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","07,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0298,1","240,N,+0195,1","99999,9,09587,1","9,9,999,9,+003,1","05,1","SYN08643168 31596 70202 10210 20189 39587 40158 70522 85520 333 10298 20195 58003 555 10000=",
"43168099999","2024-01-05T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0272,1","+0140,1","10103,1",,,,,,"01,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0301,1",,"99999,9,09546,1","9,9,999,9,+003,1",,"SYN06443168 32597 10000 10272 20140 39546 40103 81500 333 10301 58003=",
"43168099999","2024-01-06T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0276,1","+0137,1","10107,1",,"2,1,02,1","2,1,02,1",,,"05,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0304,1",,"99999,9,09551,1","9,9,999,9,+005,1","05,1","SYN07043168 31596 50000 10276 20137 39551 40107 70522 85500 333 10304 58005=",
"43168099999","2024-01-08T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0218,1","+0184,1","10172,1",,"2,1,02,1","2,1,02,1",,,"05,1,+00800,1,06,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","07,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0290,1","240,N,+0196,1","99999,9,09602,1","9,9,999,9,+001,1","05,1","SYN08643168 31596 70702 10218 20184 39602 40172 70522 85520 333 10290 20196 58001 555 10000=",
"43168099999","2024-01-09T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","320,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0266,1","+0159,1","10129,1",,"2,1,02,1","2,1,02,1",,,"04,1,+00800,1,06,1","99,9,+99999,9,05,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0290,1",,"99999,9,09571,1","9,9,999,9,+004,1","05,1","SYN07043168 31596 73203 10266 20159 39571 40129 70522 84522 333 10290 58004=",
"43168099999","2024-01-10T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0278,1","+0136,1","10119,1",,"2,1,02,1","2,1,02,1",,,"05,1,+00800,1,08,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0300,1",,"99999,9,09562,1","9,9,999,9,-009,1","10,1","SYN07043168 31596 80000 10278 20136 39562 40119 71022 8522/ 333 10300 59009=",
"43168099999","2024-01-11T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0226,1","+0159,1","10170,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0300,1","240,N,+0199,1","99999,9,09601,1","9,9,999,9,+009,1",,"SYN08043168 32997 10000 10226 20159 39601 40170 80001 333 10300 20199 58009 555 10000=","Q01    003SCCGA1"
