"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43245099999","2023-01-01T00:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0238,1","+0223,1","10149,1",,,,,,"02,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10122,1","9,9,999,9,-011,1",,"SYN05843245 32596 20000 10238 20223 30122 40149 82500 333 59011=",
"43245099999","2023-01-01T03:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0250,1","+0226,1","10177,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0305,1","240,N,+0231,1","99999,9,10150,1","9,9,999,9,-004,1",,"SYN08043245 32597 20000 10250 20226 30150 40177 81507 333 10305 20231 59004 555 10000=",
"43245099999","2023-01-01T06:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","180,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0282,1","+0235,1","10176,1",,,,,,"03,1,+00800,1,06,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10149,1","9,9,999,9,+000,1",,"SYN05843245 32597 41803 10282 20235 30149 40176 83407 333 58000=",
"43245099999","2023-01-01T09:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","110,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0302,1","+0219,1","10140,1",,,,,,"01,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10113,1","9,9,999,9,-004,1",,"SYN05843245 32597 11102 10302 20219 30113 40140 81400 333 59004=",
"43245099999","2023-01-01T12:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","110,1,N,0021,1","22000,1,9,N","010000,1,9,9","+0284,1","+0221,1","10142,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10115,1","9,9,999,9,-001,1",,"SYN06443245 32597 41104 10284 20221 30115 40142 81401 333 10311 59001=",
"43245099999","2023-01-01T15:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0262,1","+0227,1","10160,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10134,1","9,9,999,9,-002,1",,"SYN05843245 32596 20000 10262 20227 30134 40160 81501 333 59002=",
"43245099999","2023-01-01T18:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0254,1","+0227,1","10162,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10135,1","9,9,999,9,-004,1",,"SYN05843245 32996 10000 10254 20227 30135 40162 80001 333 59004=","Q01    003SCCGA1"
"43245099999","2023-01-01T21:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0250,1","+0229,1","10148,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10121,1","9,9,999,9,+001,1",,"SYN05843245 32996 10000 10250 20229 30121 40148 80001 333 58001=","Q01    003SCCGA1"
"43245099999","2023-01-02T00:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0240,1","+0228,1","10149,1",,"0,1,02,1","0,1,02,1",,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10122,1","9,9,999,9,+000,1","10,1","SYN06443245 31996 10000 10240 20228 30122 40149 71000 80001 333 58000=","Q01    003SCCGA1"
"43245099999","2023-01-02T03:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0248,1","+0230,1","10175,1",,"4,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0311,1","240,N,+0234,1","99999,9,10148,1","9,9,999,9,-002,1","02,1","SYN08643245 31597 20000 10248 20230 30148 40175 70240 82400 333 10311 20234 59002 555 10000=",
"43245099999","2023-01-02T06:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0284,1","+0215,1","10171,1",,"4,1,02,1","1,1,02,1",,,"04,1,+00800,1,08,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,10144,1","9,9,999,9,-005,1","03,1","SYN06443245 31597 51102 10284 20215 30144 40171 70341 84802 333 59005=",
"43245099999","2023-01-02T09:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0294,1","+0213,1","10140,1",,,,,,,,,,,,,"99999,9,10113,1","9,9,999,9,+000,1",,"SYN05243245 32997 01402 10294 20213 30113 40140 333 58000=",
"43245099999","2023-01-02T12:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0280,1","+0207,1","10145,1",,,,,,,,,,,,,"99999,9,10118,1","9,9,999,9,+003,1",,"SYN05843245 32997 01402 10280 20207 30118 40145 333 10306 58003=",
"43245099999","2023-01-02T15:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","110,1,N,0021,1","99999,9,9,N","004000,1,9,9","+0260,1","+0218,1","10168,1",,,,,,,,,,,,,"99999,9,10141,1","9,9,999,9,+007,1",,"SYN05243245 32996 01104 10260 20218 30141 40168 333 58007=",
"43245099999","2023-01-02T18:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0250,1","+0226,1","10171,1",,,,,,,,,,,,,"99999,9,10144,1","9,9,999,9,+009,1",,"SYN05243245 32996 00000 10250 20226 30144 40171 333 58009=",
"43245099999","2023-01-02T21:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0244,1","+0226,1","10152,1",,,,,,,,,,,,,"99999,9,10125,1","9,9,999,9,+004,1",,"SYN05243245 32996 00000 10244 20226 30125 40152 333 58004=",
"43245099999","2023-01-03T00:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0236,1","+0221,1","10156,1",,"0,1,02,1","0,1,02,1",,,"01,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10129,1","9,9,999,9,+007,1","10,1","SYN06443245 31596 10000 10236 20221 30129 40156 71000 81500 333 58007=",
"43245099999","2023-01-03T03:00:00","4","14.45","79.9833333","20.0","NELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0246,1","+0231,1","10182,1",,"4,1,02,1","0,1,02,1",,,,,,,,"240,M,+0306,1","240,N,+0232,1","99999,9,10155,1","9,9,999,9,+007,1","00,1","SYN08043245 31997 00000 10246 20231 30155 40182 70040 333 10306 20232 58007 555 10000=",
