"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43168099999","2023-01-01T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0224,1","+0194,1","10175,1",,,,,,,,,,,"240,M,+0310,1","240,N,+0205,1","99999,9,09605,1","9,9,999,9,-009,1",,"SYN07443168 32997 00000 10224 20194 39605 40175 333 10310 20205 59009 555 10000=",
"43168099999","2023-01-02T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0280,1","+0173,1","10125,1",,,,,,"03,1,+99999,9,05,1",,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0308,1",,"99999,9,09568,1","9,9,999,9,+000,1",,"SYN06443168 32997 30000 10280 20173 39568 40125 83020 333 10308 58000=",
"43168099999","2023-01-04T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0274,1","+0158,1","10115,1",,,,,,"01,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0301,1",,"99999,9,09557,1","9,9,999,9,-012,1",,"SYN06443168 32597 10000 10274 20158 39557 40115 81500 333 10301 59012=",
"43168099999","2023-01-06T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0262,1","+0180,1","10148,1",,"2,1,02,1","2,1,02,1",,,"05,1,+99999,9,05,1",,,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0271,1",,"99999,9,09586,1","9,9,999,9,+001,1","05,1","SYN07043168 31996 50000 10262 20180 39586 40148 70522 85020 333 10271 58001=",
"43168099999","2023-01-07T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","110,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0216,1","+0172,1","10188,1",,,,,,"02,1,+99999,9,05,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9","240,M,+0271,1","240,N,+0195,1","99999,9,09616,1","9,9,999,9,-015,1",,"SYN08043168 32997 21103 10216 20172 39616 40188 82020 333 10271 20195 59015 555 10000=",
"43168099999","2023-01-08T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0264,1","+0062,1","10127,1",,,,,,,,,,,"240,M,+0296,1",,"99999,9,09567,1","9,9,999,9,-022,1",,"SYN05843168 32997 00000 10264 20062 39567 40127 333 10296 59022=",
"43168099999","2023-01-10T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0280,1","+0103,1","10124,1",,,,,,,,,,,"240,M,+0320,1",,"99999,9,09567,1","9,9,999,9,-011,1",,"SYN05843168 32997 00000 10280 20103 39567 40124 333 10320 59011=",
"43168099999","2023-01-11T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0170,1","+0125,1","10163,1",,,,,,,,,,,"240,M,+0320,1","240,N,+0155,1","99999,9,09583,1","9,9,999,9,-026,1",,"SYN07443168 32997 00000 10170 20125 39583 40163 333 10320 20155 59026 555 10000=",
"43168099999","2023-01-13T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0218,1","+0131,1","10147,1",,,,,,,,,,,"240,M,+0305,1","240,N,+0169,1","99999,9,09578,1","9,9,999,9,+002,1",,"SYN07443168 32997 00000 10218 20131 39578 40147 333 10305 20169 58002 555 10000=",
"43168099999","2023-01-14T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0290,1","+0147,1","10090,1",,,,,,,,,,,"240,M,+0317,1",,"99999,9,09537,1","9,9,999,9,-006,1",,"SYN05843168 32997 00000 10290 20147 39537 40090 333 10317 59006=",
"43168099999","2023-01-15T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0206,1","+0158,1","10139,1",,,,,,,,,,,"240,M,+0317,1","240,N,+0180,1","99999,9,09569,1","9,9,999,9,-008,1",,"SYN07443168 32997 00000 10206 20158 39569 40139 333 10317 20180 59008 555 10000=",
"43168099999","2023-01-16T12:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0294,1","+0128,1","10089,1",,,,,,,,,,,"240,M,+0316,1",,"99999,9,09536,1","9,9,999,9,+009,1",,"SYN05843168 32997 00000 10294 20128 39536 40089 333 10316 58009=",
"43168099999","2023-01-17T03:00:00","4","16.75","78.0","505.0","MAHABUBNAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0216,1","+0137,1","10149,1",,,,,,,,,,,"240,M,+0316,1","240,N,+0167,1","99999,9,09580,1","9,9,999,9,+000,1",,"SYN07443168 32997 00000 10216 20137 39580 40149 333 10316 20167 58000 555 10000=",
