"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43083099999","2022-01-01T03:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","140,1,N,0005,1","22000,1,9,N","010000,1,9,9","+0232,1","+0156,1","10121,1",,,,,,"02,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9","240,M,+0308,1","240,N,+0173,1","99999,9,09594,1","9,9,999,9,+005,1",,"SYN08043083 32997 21401 10232 20156 39594 40121 82030 333 10308 20173 58005 555 10000=",
"43083099999","2022-01-01T12:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","050,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0276,1","+0226,1","10106,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0300,1",,"99999,9,09586,1","9,9,999,9,+005,1",,"SYN06443083 32597 50501 10276 20226 39586 40106 82530 333 10300 58005=",
"43083099999","2022-01-02T03:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","010000,1,9,9","+0234,1","+0158,1","10124,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0300,1","240,N,+0168,1","99999,9,09596,1","9,9,999,9,+002,1",,"SYN08043083 32597 20501 10234 20158 39596 40124 81530 333 10300 20168 58002 555 10000=",
"43083099999","2022-01-02T12:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","010000,1,9,9","+0276,1","+0216,1","10101,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09581,1","9,9,999,9,-005,1",,"SYN06443083 32597 40501 10276 20216 39581 40101 82530 333 10308 59005=",
"43083099999","2022-01-03T03:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","010000,1,9,9","+0232,1","+0156,1","10118,1",,,,,,"02,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9","240,M,+0308,1","240,N,+0166,1","99999,9,09591,1","9,9,999,9,-005,1",,"SYN08043083 32997 20501 10232 20156 39591 40118 82030 333 10308 20166 59005 555 10000=",
"43083099999","2022-01-03T12:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","140,1,N,0005,1","22000,1,9,N","010000,1,9,9","+0282,1","+0213,1","10090,1",,,,,,"02,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,09573,1","9,9,999,9,-008,1",,"SYN06443083 32997 21401 10282 20213 39573 40090 82030 333 10302 59008=",
"43083099999","2022-01-04T03:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","140,1,N,0005,1","22000,1,9,N","010000,1,9,9","+0212,1","+0144,1","10117,1",,,,,,"01,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,99999,9,99,9,99,9","240,M,+0302,1","240,N,+0165,1","99999,9,09586,1","9,9,999,9,-005,1",,"SYN08043083 32997 11401 10212 20144 39586 40117 81030 333 10302 20165 59005 555 10000=",
"43083099999","2022-01-04T12:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","010000,1,9,9","+0280,1","+0204,1","10086,1",,,,,,"02,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,09570,1","9,9,999,9,-003,1",,"SYN06443083 32997 20501 10280 20204 39570 40086 82030 333 10300 59003=",
"43083099999","2022-01-05T03:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","010000,1,9,9","+0168,1","+0121,1","10123,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0300,1","240,N,+0140,1","99999,9,09583,1","9,9,999,9,-003,1",,"SYN08043083 32597 20501 10168 20121 39583 40123 81530 333 10300 20140 59003 555 10000=",
"43083099999","2022-01-05T12:00:00","4","18.05","78.2666666","472.0","MEDAK, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","010000,1,9,9","+0282,1","+0207,1","10085,1",,,,,,"02,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,09568,1","9,9,999,9,-002,1",,"SYN06443083 32997 20501 10282 20207 39568 40085 82030 333 10302 59002=",
