"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43133099999","2022-01-01T03:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0224,1","+0186,1","10160,1",,,,,,,,,,"240,M,+0305,1","240,N,+0180,1","99999,9,09914,1","9,9,999,9,+002,1",,"SYN07443133 32997 00000 10224 20186 39914 40160 333 10305 20180 58002 555 10000=",
"43133099999","2022-01-01T12:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0264,1","+0196,1","10108,1",,,,,,,,,,"240,M,+0295,1",,"99999,9,09862,1","9,9,999,9,+002,1",,"SYN05843133 32997 00000 10264 20196 39862 40108 333 10295 58002=",
"43133099999","2022-01-02T03:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0240,1","+0176,1","10162,1",,,,,,,,,,"240,M,+0295,1","240,N,+0190,1","99999,9,09916,1","9,9,999,9,+002,1",,"SYN07443133 32997 00000 10240 20176 39916 40162 333 10295 20190 58002 555 10000=",
"43133099999","2022-01-02T12:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0274,1","+0190,1","10110,1",,,,,,,,,,"240,M,+0300,1",,"99999,9,09864,1","9,9,999,9,+002,1",,"SYN05843133 32997 00000 10274 20190 39864 40110 333 10300 58002=",
"43133099999","2022-01-03T03:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0220,1","+0188,1","10164,1",,,,,,,,,,"240,M,+0300,1","240,N,+0178,1","99999,9,09918,1","9,9,999,9,+002,1",,"SYN07443133 32997 00000 10220 20188 39918 40164 333 10300 20178 58002 555 10000=",
"43133099999","2022-01-03T12:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0280,1","+0204,1","10112,1",,,,,,,,,,"240,M,+0305,1",,"99999,9,09866,1","9,9,999,9,+002,1",,"SYN05843133 32997 00000 10280 20204 39866 40112 333 10305 58002=",
"43133099999","2022-01-04T03:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0224,1","+0186,1","10166,1",,,,,,,,,,"240,M,+0305,1","240,N,+0180,1","99999,9,09920,1",,,"SYN07443133 32997 00000 10224 20186 39920 40166 333 10305 20180 58082 555 10000=",
"43133099999","2022-01-04T12:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0254,1","+0185,1","10114,1",,,,,,,,,,"240,M,+0300,1",,"99999,9,09868,1","9,9,999,9,+002,1",,"SYN05843133 32997 00000 10254 20185 39868 40114 333 10300 58002=",
"43133099999","2022-01-05T03:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0210,1","+0178,1","10168,1",,,,,,,,,,"240,M,+0300,1","240,N,+0174,1","99999,9,09922,1","9,9,999,9,+002,1",,"SYN07443133 32997 00000 10210 20178 39922 40168 333 10300 20174 58002 555 10000=",
"43133099999","2022-01-05T12:00:00","4","17.0","79.25","227.0","NALGONDA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0270,1","+0193,1","10116,1",,,,,,,,,,"240,M,+0310,1",,"99999,9,09870,1","9,9,999,9,+002,1",,"SYN05843133 32997 00000 10270 20193 39870 40116 333 10310 58002=",
